,date,tic,open,high,low,close,volume,avgvol_50,sma_10,sma_50,sma_100,sma_200,wma_50,rsi_14,volatility_30,volatility_100,stddev_30,dmi_14,adx_14,macd,atr_14
8866,1988-09-13,ABT.US,48.7501,48.7501,48.2495,1.235,4613936.0,7218947.7,1.2226,1.1709,1.1588,1.1834,1.1831,61.5735,0.0011,0.0012,0.0330309667716354,21.4072,17.8899,0.0226,0.8208
8874,1988-09-13,MRK.US,57.7502,57.8748,57.2497,3.003,4154482.0,4435706.08,2.9315,2.868,2.8018,2.7574,2.8857,63.813,0.0043,0.0142,0.0649855659952356,19.6544,18.9185,0.0355,1.0659
8875,1988-09-13,PFE.US,50.562,50.562,50.2068,0.7662,9362400.0,9294191.7304,0.746,0.7349,0.7434,0.7453,0.737,64.3089,0.0002,0.0006,0.0135696929249339,35.8266,16.2333,0.0071,0.7457
8879,1988-09-14,ABT.US,48.8749,48.8749,48.3741,1.2479,12530160.0,7280858.92,1.2277,1.1726,1.1595,1.1842,1.1861,64.2841,0.0012,0.0012,0.0347665480254007,23.1749,18.2674,0.0232,0.8068
8887,1988-09-14,MRK.US,58.2501,58.6249,57.9999,3.042,5802566.0,4474918.04,2.9458,2.8708,2.8054,2.7582,2.8925,67.3029,0.0049,0.0146,0.0697906913817163,28.1349,19.5768,0.0411,1.0523
8888,1988-09-14,PFE.US,50.7984,50.9172,50.2068,0.7698,9007200.0,9330911.7294,0.7501,0.7353,0.7431,0.7458,0.7384,65.7067,0.0002,0.0006,0.014704327691588,40.6384,17.9765,0.0083,0.7432
8892,1988-09-15,ABT.US,48.7501,49.1244,48.3741,1.2382,5325006.0,7161776.94,1.2322,1.1741,1.1598,1.1849,1.1887,60.8105,0.0013,0.0013,0.0358904315956895,26.7234,18.8714,0.0227,0.8028
8900,1988-09-15,MRK.US,58.4998,58.8752,57.9999,3.0225,5112144.0,4479998.74,2.9627,2.8743,2.8088,2.759,2.8985,63.9804,0.0051,0.0149,0.0724233831769909,30.7611,20.3757,0.0434,1.0396
8901,1988-09-15,PFE.US,50.6808,51.036,50.562,0.768,6400800.0,9242687.7318,0.754,0.7356,0.7427,0.7463,0.7397,64.3497,0.0002,0.0005,0.0155442431902605,42.1994,19.7067,0.009,0.7239
8905,1988-09-16,ABT.US,48.2495,48.7501,48.2495,1.2479,8155030.0,7109275.38,1.2392,1.1758,1.16,1.1855,1.1916,62.9656,0.0014,0.0013,0.0372543307722783,23.6518,19.2129,0.0227,0.7812
8913,1988-09-16,MRK.US,57.9999,58.8752,57.8748,3.0485,8967946.0,4565163.42,2.9854,2.8785,2.8122,2.7597,2.9053,66.3646,0.0057,0.0154,0.0755993376579346,28.2387,20.9373,0.0468,1.0368
8914,1988-09-16,PFE.US,51.1548,51.2724,50.4432,0.7752,12751200.0,9317471.7296,0.7598,0.7362,0.7423,0.7468,0.7412,67.2622,0.0003,0.0005,0.0163692625840086,45.283,21.5336,0.01,0.7314
8918,1988-09-19,ABT.US,48.3741,48.6255,48.1246,1.2415,3284467.0,7080369.22,1.2427,1.1775,1.1605,1.1863,1.1941,60.5977,0.0015,0.0014,0.0383248076902587,20.4988,19.3047,0.022,0.7701
8926,1988-09-19,MRK.US,58.3753,58.3753,57.6251,3.003,3584160.0,4572897.66,2.9971,2.8823,2.8151,2.7611,2.9102,59.004,0.006,0.0156,0.0766747186952304,23.1329,21.0942,0.0453,1.0342
8927,1988-09-19,PFE.US,50.4432,51.1548,50.4432,0.7645,4605600.0,9219599.7326,0.7625,0.7369,0.7418,0.7474,0.7423,59.4845,0.0003,0.0004,0.0168164257444291,45.283,23.23,0.0099,0.73
8931,1988-09-20,ABT.US,48.2495,48.5006,48.1246,1.2415,6656258.0,7101006.3,1.2447,1.179,1.1611,1.1871,1.1967,60.5977,0.0016,0.0014,0.0392868481964012,20.4988,19.39,0.0212,0.7419
8939,1988-09-20,MRK.US,57.8748,57.9999,57.6251,3.003,2678059.0,4560346.8,3.0043,2.8859,2.818,2.7631,2.9149,59.004,0.0064,0.0159,0.0785561807089387,23.1329,21.2398,0.0437,0.9871
8940,1988-09-20,PFE.US,50.9172,50.9172,50.4432,0.7716,4696800.0,9123551.7354,0.7648,0.7379,0.7414,0.748,0.7437,62.5768,0.0003,0.0004,0.0176839627635282,45.283,24.8052,0.0102,0.7117
8944,1988-09-21,ABT.US,48.6255,49.1244,48.5006,1.2543,6312307.0,7074808.98,1.2453,1.181,1.162,1.1878,1.1996,63.7589,0.0017,0.0015,0.0403924086994215,30.7299,20.2,0.0213,0.7335
8952,1988-09-21,MRK.US,58.2501,58.8752,57.8748,3.042,8377502.0,4637802.38,3.0127,2.8905,2.8214,2.7648,2.921,63.0752,0.0069,0.0162,0.0822643707892594,33.8415,22.1399,0.0449,0.9969
8953,1988-09-21,PFE.US,52.1016,52.1016,50.7984,0.7896,9895200.0,9077423.7366,0.768,0.7391,0.7414,0.7486,0.7457,69.0303,0.0004,0.0004,0.0195693388200071,58.9774,27.2461,0.0117,0.754
8957,1988-09-22,ABT.US,48.9996,49.1244,48.7501,1.2574,4729775.0,6875317.28,1.2453,1.1829,1.1628,1.1884,1.2026,64.5017,0.0017,0.0016,0.0414169725975562,30.7299,20.9521,0.0215,0.7078
8965,1988-09-22,MRK.US,58.4998,58.6249,57.3749,2.99,5394475.0,4636746.0,3.016,2.894,2.8243,2.7663,2.9249,55.2035,0.0065,0.0163,0.082822724942551,23.2785,22.2212,0.0413,1.015
8966,1988-09-22,PFE.US,51.9828,52.2204,51.7464,0.7878,9333600.0,8825039.744,0.7713,0.7403,0.7414,0.7494,0.7476,67.7717,0.0004,0.0004,0.0208021275826945,60.0572,29.5897,0.0127,0.734
8970,1988-09-23,ABT.US,48.5006,48.5006,47.6257,1.2287,21681401.0,7115192.06,1.244,1.1843,1.1634,1.1888,1.2044,53.5572,0.0016,0.0016,0.0406517449865002,3.0159,19.671,0.019,0.7643
8978,1988-09-23,MRK.US,57.3749,57.5,56.6247,2.9835,2947186.0,4618485.66,3.014,2.8972,2.8269,2.7674,2.9285,54.2914,0.0062,0.0165,0.0800818167734195,9.3331,21.3007,0.0375,1.005
8979,1988-09-23,PFE.US,51.9828,51.9828,51.7464,0.7878,5054400.0,8740031.7464,0.7738,0.7417,0.7413,0.7501,0.7495,67.7717,0.0005,0.0004,0.0216497812482189,60.0572,31.766,0.0133,0.6984
8983,1988-09-26,ABT.US,48.0,48.3741,48.0,1.2382,5401638.0,7110914.94,1.2431,1.1859,1.1642,1.1893,1.2065,56.2061,0.0016,0.0017,0.040197614095618,3.0159,18.4813,0.0177,0.7365
8991,1988-09-26,MRK.US,57.2497,57.3749,56.875,2.9705,1565083.0,4535546.94,3.0108,2.9,2.8296,2.7687,2.9313,52.4258,0.0059,0.0165,0.0781344454852014,9.3331,20.4458,0.033,0.9689
8992,1988-09-26,PFE.US,51.1548,52.1016,51.036,0.7752,6343200.0,8613023.7502,0.7756,0.7426,0.7411,0.751,0.7508,59.0337,0.0005,0.0004,0.0219682776686131,35.3486,32.0219,0.0126,0.7247
8996,1988-09-27,ABT.US,48.6255,48.7501,48.2495,1.2447,6618833.0,7172505.38,1.244,1.1878,1.1652,1.1898,1.2088,57.9724,0.0014,0.0018,0.0395946834741392,10.3839,17.9029,0.0169,0.7196
9004,1988-09-27,MRK.US,57.1252,57.2497,56.6247,2.977,1915954.0,4504484.22,3.0082,2.9029,2.8328,2.7702,2.9343,53.2901,0.0053,0.0164,0.0759174513354714,4.7481,19.3246,0.0296,0.9444
9005,1988-09-27,PFE.US,50.9172,51.6276,50.9172,0.7716,5966400.0,8571647.7514,0.7761,0.7435,0.7411,0.7518,0.7519,56.7811,0.0005,0.0004,0.0217440914983461,31.6875,31.998,0.0116,0.7237
9009,1988-09-28,ABT.US,48.2495,48.3741,48.0,1.235,3737128.0,7076056.48,1.2427,1.1896,1.1663,1.1902,1.2107,54.4436,0.0013,0.0018,0.0371756992114828,4.6998,16.9599,0.0153,0.7129
9017,1988-09-28,MRK.US,57.1252,57.6251,57.0001,2.9965,2514571.0,4476163.06,3.0036,2.9063,2.8367,2.7715,2.938,55.8797,0.0051,0.0162,0.07255924257917,10.7906,18.715,0.0282,0.9216
9018,1988-09-28,PFE.US,51.51,51.6276,51.1548,0.7806,8008800.0,8473727.7542,0.7772,0.7446,0.7414,0.7527,0.7534,60.8074,0.0005,0.0004,0.0217185789161094,31.6875,31.9758,0.0115,0.7227
9022,1988-09-29,ABT.US,48.2495,48.8749,48.2495,1.2479,9218962.0,7176533.02,1.2437,1.1916,1.1674,1.1906,1.213,58.0967,0.0012,0.0018,0.036086503482754,14.2451,16.7659,0.015,0.7066
9030,1988-09-29,MRK.US,57.8748,58.8752,57.7502,3.0485,6553982.0,4552398.76,3.0062,2.9101,2.8411,2.7733,2.9436,61.9394,0.0052,0.0161,0.072619790017496,27.3243,19.3299,0.0309,0.945
9031,1988-09-29,PFE.US,51.8652,51.9828,51.2724,0.786,8834400.0,8495663.7534,0.779,0.7457,0.7417,0.7537,0.755,63.0328,0.0005,0.0004,0.0219981500499279,37.5455,32.3736,0.0116,0.7218
9035,1988-09-30,ABT.US,48.5006,48.7501,48.1246,1.235,9489846.0,7283888.58,1.2424,1.1935,1.1686,1.1908,1.2147,53.4784,0.0011,0.0019,0.0343961338969243,11.2523,16.3721,0.0135,0.7008
9043,1988-09-30,MRK.US,58.4998,59.0003,57.7502,3.003,5160562.0,4544136.34,3.0017,2.9138,2.845,2.7746,2.9472,54.8417,0.0051,0.0158,0.0713674032279188,28.7475,20.0026,0.0291,0.9668
9044,1988-09-30,PFE.US,51.51,52.1016,51.51,0.7806,8659200.0,8356607.7574,0.7795,0.7465,0.742,0.7544,0.7564,59.4006,0.0005,0.0004,0.0221579473461133,39.4168,32.8767,0.0112,0.7125
9048,1988-10-03,ABT.US,48.1246,48.5006,48.0,1.2415,4182661.0,7250384.54,1.2424,1.1959,1.17,1.1911,1.2165,55.4022,0.0011,0.0019,0.0334513198730438,8.2068,15.7889,0.0127,0.6865
9056,1988-10-03,MRK.US,57.9999,58.125,56.875,2.977,3865862.0,4538376.52,2.9991,2.9177,2.849,2.776,2.9497,51.2291,0.0051,0.0152,0.0707407962192952,12.1946,19.4449,0.0252,0.987
9057,1988-10-03,PFE.US,51.6276,51.8652,51.2724,0.7824,11428800.0,8370815.757,0.7813,0.7476,0.7424,0.7551,0.7578,60.2234,0.0005,0.0004,0.0223364072413074,30.9652,32.7402,0.0109,0.704
9061,1988-10-04,ABT.US,48.1246,48.1246,47.4992,1.2158,6176865.0,7256800.22,1.2398,1.1977,1.1712,1.1912,1.2173,47.1077,0.0009,0.0018,0.0321170479009028,3.256,14.8937,0.0099,0.709
9069,1988-10-04,MRK.US,57.6251,57.9999,57.3749,2.99,3581645.0,4558322.06,2.9978,2.9214,2.8533,2.7773,2.9526,52.8998,0.0047,0.0146,0.070354916359721,12.1946,18.927,0.0229,0.9701
9070,1988-10-04,PFE.US,51.1548,51.7464,51.1548,0.7752,3554400.0,8208431.7618,0.7817,0.7487,0.7429,0.7557,0.7589,55.388,0.0005,0.0004,0.0224370642517521,26.8658,32.3206,0.0099,0.6959
9074,1988-10-05,ABT.US,47.1248,47.2497,46.6259,1.1999,10400514.0,7357918.3,1.2344,1.1991,1.1721,1.1912,1.2174,42.835,0.0008,0.0018,0.029827043578203,19.3087,15.209,0.0063,0.7208
9082,1988-10-05,MRK.US,57.7502,57.8748,57.3749,2.9965,3208766.0,4556385.34,2.9932,2.9253,2.8575,2.7785,2.9555,53.7528,0.0041,0.014,0.0678349691420403,12.1946,18.4461,0.0214,0.9365
9083,1988-10-05,PFE.US,51.6276,51.6276,51.1548,0.7824,8697600.0,8269007.76,0.781,0.7498,0.7435,0.7563,0.7602,58.9385,0.0005,0.0004,0.022316841514706,26.8658,31.931,0.0096,0.68
9087,1988-10-06,ABT.US,46.6259,46.7507,45.4996,1.1711,26393354.0,7764315.36,1.2258,1.2003,1.1724,1.1912,1.2163,36.3956,0.0008,0.0018,0.0290132109562108,34.4219,16.5814,0.0011,0.7676
9095,1988-10-06,MRK.US,57.6251,58.2501,57.2497,3.029,3537000.0,4538540.0,2.9971,2.9303,2.8618,2.7799,2.9596,57.8621,0.004,0.0136,0.0639134184442676,17.8512,18.4036,0.0226,0.9411
9096,1988-10-06,PFE.US,52.5756,52.812,51.3912,0.7968,14904000.0,8385599.7566,0.7819,0.7515,0.744,0.7567,0.762,64.9471,0.0005,0.0005,0.0226585145814658,46.4458,32.9677,0.0105,0.7329
9100,1988-10-07,ABT.US,45.8756,46.7507,45.8756,1.1949,22921764.0,8059008.48,1.2224,1.2015,1.173,1.191,1.2161,43.9009,0.0007,0.0018,0.0282888652289505,34.4219,17.8557,-0.0011,0.7841
9108,1988-10-07,MRK.US,58.6249,59.6247,58.3753,3.094,7494038.0,4628936.28,3.0082,2.9357,2.8668,2.7817,2.966,64.631,0.0039,0.0134,0.0657051962935899,34.4964,19.5531,0.0284,0.9721
9109,1988-10-07,PFE.US,52.6932,52.9308,52.338,0.7985,16250400.0,8572079.7512,0.7829,0.753,0.7448,0.757,0.7639,65.5873,0.0005,0.0005,0.0228863381628805,47.951,34.038,0.0111,0.7229
9113,1988-10-10,ABT.US,46.0004,46.7507,45.7509,1.1981,6552894.0,7973751.34,1.2184,1.2024,1.1739,1.191,1.216,44.8433,0.0006,0.0017,0.0266172438297937,35.962,19.149,-0.0025,0.7995
9121,1988-10-10,MRK.US,59.2499,59.5002,59.0003,3.0875,3400550.0,4548324.12,3.0199,2.9396,2.8722,2.7835,2.9719,63.5319,0.0038,0.0128,0.0644764143891934,34.4964,20.6205,0.0321,0.9383
9122,1988-10-10,PFE.US,52.9308,52.9308,52.2204,0.8021,3278400.0,8408063.7558,0.7856,0.7543,0.7457,0.7574,0.7658,66.9633,0.0005,0.0005,0.0229040431476148,43.6469,34.7243,0.0118,0.722
9126,1988-10-11,ABT.US,46.6259,47.0002,45.8756,1.211,7356635.0,7967941.6,1.215,1.2031,1.1749,1.1912,1.2163,48.5925,0.0006,0.0017,0.024912471541247,29.4133,19.8822,-0.0026,0.8228
9134,1988-10-11,MRK.US,59.0003,59.1248,58.4998,3.0745,2694408.0,4501440.8,3.0296,2.9424,2.8772,2.7855,2.9772,61.2872,0.0039,0.0124,0.0629514331405035,23.8956,20.8544,0.0336,0.9338
9135,1988-10-11,PFE.US,52.9308,52.9308,52.2204,0.8021,4922400.0,8319551.7584,0.7887,0.7555,0.7467,0.758,0.7677,66.9633,0.0005,0.0005,0.0223429913213576,43.6469,35.3616,0.0122,0.7212
9139,1988-10-12,ABT.US,46.4994,46.8754,46.1251,1.2046,7577619.0,7911198.56,1.212,1.2035,1.1759,1.1913,1.2164,46.8896,0.0006,0.0017,0.0240421503779734,29.4133,20.563,-0.0031,0.8265
9147,1988-10-12,MRK.US,58.2501,58.4998,57.3749,2.9965,4783910.0,4461474.26,3.0296,2.9431,2.8816,2.7872,2.9793,49.8959,0.0036,0.0114,0.0611762393259385,4.0461,19.6538,0.0282,0.9921
9148,1988-10-12,PFE.US,51.9828,52.812,51.6276,0.7878,8448000.0,8325695.7584,0.7894,0.7563,0.7474,0.7584,0.7689,56.5467,0.0004,0.0005,0.0213227187541278,22.7674,34.4621,0.0112,0.7628
9152,1988-10-13,ABT.US,46.4994,48.3741,46.4994,1.2303,18420102.0,8057440.2,1.2102,1.204,1.1772,1.1915,1.2174,53.8792,0.0005,0.0016,0.0234242938895661,3.101,19.3157,-0.0015,0.9014
9160,1988-10-13,MRK.US,57.3749,58.4998,57.3749,3.0355,2443517.0,4374599.26,3.0283,2.9441,2.8867,2.7889,2.983,54.4542,0.003,0.0104,0.0593531556563622,4.0461,18.539,0.0268,1.0016
9161,1988-10-13,PFE.US,52.338,52.4568,51.6276,0.7932,4250400.0,8149775.7636,0.7901,0.757,0.7484,0.7589,0.7704,59.132,0.0004,0.0005,0.0202231181009063,22.7674,33.6267,0.0107,0.7675
9165,1988-10-14,ABT.US,48.0,48.8749,48.0,1.2497,12351947.0,8110369.48,1.2117,1.2051,1.1786,1.1916,1.2192,58.3366,0.0004,0.0017,0.0228858330142807,11.1355,18.7314,0.0014,0.9173
9173,1988-10-14,MRK.US,58.75,59.0003,57.7502,3.055,3785376.0,4337688.7,3.0335,2.9457,2.8916,2.7906,2.9873,56.5812,0.0019,0.0096,0.0543926019867085,11.373,18.0271,0.0269,1.0194
9174,1988-10-14,PFE.US,52.5756,52.812,52.338,0.7968,4759200.0,7997807.768,0.7917,0.7579,0.7492,0.7596,0.772,60.8062,0.0003,0.0005,0.0189536358563421,29.8529,33.3572,0.0106,0.7465
9178,1988-10-17,ABT.US,48.3741,48.5006,48.0,1.2432,4931155.0,8115537.66,1.2119,1.2062,1.1798,1.1917,1.2207,56.3708,0.0004,0.0017,0.0209425555927509,11.1355,18.1888,0.0031,0.8876
9186,1988-10-17,MRK.US,58.4998,58.75,57.8748,3.029,2382523.0,4295244.7,3.0387,2.9476,2.8962,2.7918,2.9906,53.0255,0.0014,0.0088,0.0435311734198977,11.373,17.5518,0.0246,1.0091
9187,1988-10-17,PFE.US,53.0484,53.1672,52.5756,0.8039,7399200.0,7779215.7744,0.7939,0.7592,0.7501,0.7601,0.7738,63.9434,0.0002,0.0006,0.0165030870886248,36.1602,33.5574,0.0108,0.7355
9191,1988-10-18,ABT.US,48.2495,48.5006,48.0,1.2497,5725986.0,8133715.4,1.2152,1.2079,1.1807,1.1917,1.2224,57.8987,0.0004,0.0017,0.0206596612386892,11.1355,17.685,0.005,0.8599
9199,1988-10-18,MRK.US,57.5,58.3753,57.5,3.016,3354019.0,4266257.02,3.0413,2.95,2.9001,2.7926,2.9933,51.2899,0.0012,0.0081,0.0374507585132183,4.4464,16.6157,0.0215,0.9995
9200,1988-10-18,PFE.US,53.286,53.286,52.6932,0.8075,8815200.0,7740239.7754,0.7971,0.7607,0.7509,0.7604,0.7756,65.4534,0.0002,0.0006,0.01558696058475,38.1629,33.8863,0.0112,0.7253
9204,1988-10-19,ABT.US,48.5006,48.5006,47.8752,1.24,6579626.0,8032312.16,1.2193,1.2093,1.1816,1.1917,1.2237,54.8138,0.0004,0.0017,0.0206032407056618,8.3395,17.0175,0.0056,0.8432
9212,1988-10-19,MRK.US,58.3753,58.4998,57.1252,3.003,5566766.0,4223398.0,3.042,2.953,2.904,2.7936,2.9953,49.5436,0.0011,0.0074,0.0345210804407551,2.1099,15.5796,0.0178,1.0263
9213,1988-10-19,PFE.US,53.4036,53.9964,53.0484,0.8093,11263200.0,7678895.7772,0.7998,0.7624,0.7517,0.7606,0.7776,66.2152,0.0002,0.0006,0.0152909405074539,48.5556,34.9341,0.0116,0.7412
9217,1988-10-20,ABT.US,48.3741,48.7501,48.1246,1.2561,5390945.0,8020585.74,1.2278,1.2115,1.1824,1.1918,1.2255,58.743,0.0004,0.0018,0.0208380495251472,13.0492,16.734,0.0072,0.8276
9225,1988-10-20,MRK.US,57.6251,57.9999,57.0001,3.0095,7837992.0,4223938.76,3.04,2.9576,2.9067,2.7945,2.9976,50.452,0.001,0.0072,0.0329573953210437,4.2699,14.7718,0.0152,1.0244
9226,1988-10-20,PFE.US,53.9964,53.9964,53.286,0.8183,8169600.0,7521071.7818,0.8019,0.7643,0.7524,0.7608,0.7797,69.8011,0.0002,0.0007,0.0158854562768536,48.5556,35.9071,0.0124,0.739
9230,1988-10-21,ABT.US,48.2495,48.6255,48.0,1.2497,9974585.0,8132325.32,1.2332,1.2134,1.1825,1.1921,1.227,56.6348,0.0004,0.0018,0.0205990503200873,10.0092,16.2537,0.008,0.8221
9238,1988-10-21,MRK.US,57.5,57.9999,57.2497,3.016,6751426.0,4247493.62,3.0322,2.9617,2.9084,2.7961,2.9998,51.3944,0.001,0.0073,0.0311933482330036,4.2699,14.0216,0.0135,1.0048
9239,1988-10-21,PFE.US,54.7068,54.8256,53.5224,0.8291,11664000.0,7596863.7796,0.805,0.7663,0.7531,0.7614,0.7823,73.4437,0.0003,0.0007,0.0169047401439367,58.0905,37.4916,0.0138,0.7793
9243,1988-10-24,ABT.US,48.5006,48.6255,48.2495,1.2432,5177089.0,8161445.32,1.2377,1.2152,1.183,1.1924,1.2282,54.4956,0.0004,0.0018,0.0206225501177978,10.0092,15.8077,0.0079,0.7902
9251,1988-10-24,MRK.US,57.9999,59.0003,57.6251,3.016,3841339.0,4279700.76,3.0251,2.9658,2.9103,2.7977,3.002,51.3944,0.001,0.0074,0.031080389874573,13.4436,13.9803,0.012,1.0313
9252,1988-10-24,PFE.US,55.062,55.6536,54.3516,0.8344,8469600.0,7589615.7798,0.8082,0.7685,0.7539,0.7619,0.785,75.0351,0.0003,0.0008,0.0183412223432557,65.0554,39.4605,0.0151,0.8166
9256,1988-10-25,ABT.US,48.1246,48.6255,48.1246,1.2497,3662278.0,8090837.3,1.2416,1.2176,1.184,1.1927,1.2295,56.2742,0.0004,0.0019,0.0206653751848268,6.6744,15.1553,0.0083,0.7696
9264,1988-10-25,MRK.US,58.3753,58.4998,57.7502,3.016,2065608.0,4273161.24,3.0192,2.9702,2.912,2.7995,3.0039,51.3944,0.001,0.0074,0.0309613400640862,13.4436,13.942,0.0107,1.0112
9265,1988-10-25,PFE.US,55.7724,55.8912,54.8256,0.8452,7857600.0,7649903.778,0.8125,0.771,0.7548,0.7626,0.788,77.9366,0.0004,0.0009,0.0199795780231032,66.7624,41.4106,0.0169,0.8344
9269,1988-10-26,ABT.US,48.6255,49.2493,48.5006,1.2529,14294470.0,8143659.66,1.2464,1.2196,1.1851,1.1931,1.2309,57.162,0.0004,0.0019,0.0209445261053411,19.7577,15.484,0.0088,0.7681
9277,1988-10-26,MRK.US,58.8752,58.8752,57.7502,3.0095,5146099.0,4270658.62,3.0205,2.9738,2.9134,2.8015,3.0055,50.2018,0.001,0.0075,0.0308774473261941,19.4023,14.332,0.009,1.0193
9278,1988-10-26,PFE.US,56.1276,57.0744,55.536,0.8506,16207200.0,7827311.7728,0.8188,0.7735,0.7558,0.7633,0.7911,79.236,0.0005,0.0009,0.0219833429515554,73.6621,43.7143,0.0185,0.8847
9282,1988-10-27,ABT.US,48.6255,48.6255,48.0,1.2464,6488738.0,8010677.08,1.2481,1.2215,1.1863,1.1933,1.2319,54.7313,0.0005,0.0019,0.020914486214364,6.8162,14.8649,0.0086,0.7579
9290,1988-10-27,MRK.US,57.2497,57.5,56.2499,2.9835,5798794.0,4317340.74,3.0153,2.9764,2.915,2.8035,3.0059,45.6399,0.001,0.0075,0.0311834807117936,7.8896,13.8718,0.0056,1.0625
9291,1988-10-27,PFE.US,54.7068,55.7724,54.3516,0.8291,11215200.0,7882367.7712,0.8224,0.7754,0.7566,0.7638,0.7933,63.2608,0.0005,0.001,0.0223436125980872,41.906,43.5851,0.0178,0.9484
9295,1988-10-28,ABT.US,48.2495,48.6255,48.2495,1.2497,3550004.0,7949550.0,1.2481,1.2231,1.1873,1.1934,1.2331,55.7598,0.0005,0.0019,0.0210846448312199,6.8162,14.29,0.0085,0.7306
9303,1988-10-28,MRK.US,57.3749,57.8748,56.7498,2.9705,2610149.0,4241356.56,3.0069,2.978,2.9158,2.8055,3.0056,43.5108,0.001,0.0075,0.0322153507530419,1.6395,12.9981,0.0017,1.067
9304,1988-10-28,PFE.US,54.3516,55.2984,54.3516,0.8237,5464800.0,7819151.773,0.8251,0.7772,0.7573,0.7643,0.7952,59.9893,0.0005,0.001,0.0222403903648205,41.906,43.4652,0.0167,0.9483
9308,1988-10-31,ABT.US,48.2495,48.2495,47.7503,1.2368,5301839.0,7986511.4,1.2474,1.2245,1.1882,1.1936,1.2336,50.8921,0.0005,0.0019,0.0209479052568843,5.0504,13.63,0.0074,0.732
9316,1988-10-31,MRK.US,57.1252,57.3749,56.7498,2.977,3420043.0,4207904.4,3.0017,2.9796,2.9165,2.8074,3.0056,44.895,0.0011,0.0075,0.0323052960674599,1.6395,12.1868,-0.0008,1.0354
9317,1988-10-31,PFE.US,54.114,54.588,53.7588,0.8201,5990400.0,7827215.7728,0.8267,0.7787,0.7579,0.7646,0.7968,57.8418,0.0005,0.0011,0.0221684272679371,28.2888,42.3812,0.0153,0.9397
9321,1988-11-01,ABT.US,47.8752,48.5006,47.8752,1.2464,5864992.0,8013635.44,1.2471,1.2264,1.1893,1.1937,1.2344,54.1032,0.0005,0.0019,0.021021164202605,0.9126,12.7216,0.0072,0.7244
9329,1988-11-01,MRK.US,57.2497,57.3749,56.6247,2.977,3293654.0,4179847.34,2.9978,2.9823,2.9175,2.8091,3.0055,44.895,0.0011,0.0075,0.0328826073918504,3.7968,11.5875,-0.0027,1.0151
9330,1988-11-01,PFE.US,54.3516,54.4692,54.114,0.8237,3405600.0,7740719.7752,0.8283,0.7805,0.7585,0.7649,0.7986,59.4068,0.0005,0.0011,0.021616059471031,28.2888,41.3746,0.0143,0.898
9334,1988-11-02,ABT.US,48.2495,48.2495,47.7503,1.2432,7415445.0,8075439.72,1.2474,1.2281,1.1903,1.1938,1.2351,52.8623,0.0004,0.0019,0.0210420741985309,2.0653,11.9605,0.0067,0.7172
9342,1988-11-02,MRK.US,57.5,59.1248,57.2497,3.068,8117808.0,4268269.2,3.0043,2.9873,2.9197,2.8121,3.0089,60.5787,0.0012,0.0077,0.034283380173014,21.981,12.3299,0.0031,1.0765
9343,1988-11-02,PFE.US,54.2328,54.588,53.7588,0.8219,6960000.0,7757231.7748,0.8296,0.7823,0.7591,0.7654,0.8002,58.2426,0.0005,0.0012,0.0212031396768027,20.2688,39.867,0.0132,0.8931
9347,1988-11-03,ABT.US,47.7503,48.1246,47.7503,1.2303,5210950.0,8078398.06,1.2448,1.2292,1.1911,1.194,1.2352,48.0756,0.0004,0.0019,0.0207333624986271,2.0653,11.2537,0.0052,0.7016
9355,1988-11-03,MRK.US,58.75,59.3751,58.4998,3.0615,7529880.0,4360300.36,3.0095,2.9909,2.9213,2.8148,3.0118,59.2808,0.0012,0.0079,0.0349614697981571,24.8557,13.2246,0.007,1.0621
9356,1988-11-03,PFE.US,53.9964,54.2328,53.6412,0.8183,6868800.0,7807151.7734,0.8296,0.784,0.7596,0.7658,0.8016,55.8838,0.0005,0.0012,0.0212239753107582,17.6465,38.2798,0.012,0.8715
9360,1988-11-04,ABT.US,47.4992,48.2495,47.0002,1.2174,5308967.0,8087201.78,1.2416,1.2302,1.1917,1.1942,1.2347,43.804,0.0004,0.0019,0.0204538337045992,18.7624,11.79,0.0029,0.7408
9368,1988-11-04,MRK.US,58.3753,59.5002,57.9999,3.016,4413547.0,4389250.3,3.0095,2.9944,2.9222,2.8171,3.0127,51.0379,0.0012,0.008,0.034668498477444,15.6875,13.4005,0.0064,1.0934
9369,1988-11-04,PFE.US,53.286,54.114,53.286,0.8075,7514400.0,7848671.7722,0.8274,0.7856,0.7601,0.7662,0.8026,49.4179,0.0004,0.0012,0.0210253333148123,9.8553,36.2495,0.01,0.8684
9373,1988-11-07,ABT.US,46.2499,46.7507,46.2499,1.2014,4207610.0,8086061.2,1.2374,1.2308,1.1922,1.1944,1.2336,39.1568,0.0005,0.0019,0.0211649396931916,31.3673,13.1884,-0.0002,0.7593
9381,1988-11-07,MRK.US,57.7502,57.8748,57.0001,2.99,2998118.0,4401298.1,3.0069,2.9969,2.9234,2.8189,3.0126,47.0148,0.0012,0.008,0.0344930507712618,0.1107,12.4512,0.0038,1.0867
9382,1988-11-07,PFE.US,53.0484,53.286,52.812,0.8039,6880800.0,7889279.771,0.8244,0.7872,0.7607,0.7664,0.8033,47.4472,0.0004,0.0012,0.0208023161681688,0.3086,33.6823,0.008,0.8403
