,date,tic,open,high,low,close,volume,avgvol_50,sma_10,sma_50,sma_100,sma_200,wma_50,rsi_14,volatility_30,volatility_100,stddev_30,dmi_14,adx_14,macd,atr_14
46211,2000-01-25,PFE.US,32.6819,33.57,32.5042,14.678,9396200.0,12444614.0,15.0279,14.4742,15.128,15.2715,14.4431,51.182,0.4587,0.9417,0.6663176026150222,14.2263,15.8081,0.1686,1.1771
46215,2000-01-26,ABT.US,29.8126,30.0,29.4375,7.7454,14037397.0,12256496.38,8.3928,9.2773,9.8062,10.7108,9.0158,26.212,0.3899,0.7208,0.6157197351370612,46.3464,21.7284,-0.4118,1.1286
46223,2000-01-26,MRK.US,71.0,73.0,70.625,29.3597,5614660.0,5340050.44,29.2311,29.2406,29.2551,28.5913,28.738,53.2864,1.2312,3.1693,1.1001227012825483,4.7318,16.867,0.0872,2.5895
46224,2000-01-26,PFE.US,32.9779,33.1555,32.5635,14.7043,7274900.0,12382964.0,15.0515,14.4727,15.1154,15.241,14.4522,51.5122,0.4593,0.9365,0.670125996570732,14.2263,15.6951,0.1518,1.1353
46228,2000-01-27,ABT.US,29.7499,31.1876,29.6251,8.0389,16105783.0,12307915.32,8.308,9.2479,9.7709,10.6847,8.9672,34.8081,0.418,0.7198,0.6394991117940914,26.8244,22.0924,-0.4079,1.1596
46236,2000-01-27,MRK.US,73.125,75.4375,73.0,29.8889,8119066.0,5423984.76,29.2185,29.2342,29.2707,28.5844,28.7634,56.3048,1.311,3.1644,1.127288431098562,18.4155,16.9776,0.1565,2.5921
46237,2000-01-27,PFE.US,32.7411,33.57,32.6819,14.5202,8594600.0,12301922.0,15.0252,14.4685,15.0958,15.2128,14.454,49.0134,0.4573,0.921,0.6676145141320017,8.413,15.1749,0.1222,1.1177
46241,2000-01-28,ABT.US,31.1876,32.1876,31.0625,8.3161,13831338.0,12255832.54,8.259,9.2173,9.7379,10.662,8.9306,41.7143,0.4336,0.7059,0.6481945574662163,13.1388,21.4528,-0.3781,1.175
46249,2000-01-28,MRK.US,75.5,78.4375,75.25,30.7962,10294504.0,5522480.0,29.2841,29.2395,29.3022,28.5843,28.8247,60.9622,1.4956,3.1602,1.2061451402439205,31.4635,18.0123,0.2814,2.715
46250,2000-01-28,PFE.US,32.6819,33.8068,32.0898,14.8095,11228300.0,12151108.0,14.9568,14.4795,15.0807,15.1962,14.4674,52.8814,0.4642,0.9065,0.6703560724347593,15.0628,15.1669,0.1207,1.1605
46254,2000-01-31,ABT.US,31.8749,32.8749,30.9375,8.4955,11452194.0,12253413.3,8.2085,9.1935,9.7066,10.6413,8.9023,45.722,0.3861,0.6846,0.6538019271761044,4.7705,20.2612,-0.3361,1.2295
46262,2000-01-31,MRK.US,75.6875,79.0,74.5625,31.7034,8390602.0,5586649.04,29.4655,29.2529,29.3413,28.5881,28.9213,64.9814,1.8343,3.1936,1.335781295250422,26.4716,18.6165,0.4485,2.838
46263,2000-01-31,PFE.US,32.2082,34.5765,32.2082,15.2304,10089700.0,11975535.98,14.9174,14.4995,15.071,15.1838,14.4968,57.8871,0.4879,0.8942,0.6879364215716958,4.4464,14.4012,0.1518,1.2468
46267,2000-02-01,ABT.US,32.3752,32.8749,31.8749,8.577,8050775.0,12132264.06,8.1857,9.1678,9.6757,10.623,8.8782,47.4884,0.3715,0.6581,0.6146129150942277,4.7705,19.1547,-0.2928,1.2131
46275,2000-02-01,MRK.US,77.375,77.9375,75.5,30.9726,5267667.0,5617034.74,29.7075,29.2401,29.3731,28.5973,28.9888,59.6533,1.9158,3.1953,1.399866421492741,26.4716,19.1776,0.5159,2.8585
46276,2000-02-01,PFE.US,33.6884,35.2277,33.6292,15.5724,11713200.0,11865666.0,14.9384,14.5263,15.0664,15.1795,14.5389,61.469,0.5268,0.8874,0.7183388655101388,3.6531,13.6335,0.2016,1.2719
46280,2000-02-02,ABT.US,32.7499,33.2501,32.7499,8.6259,10301829.0,12155124.34,8.1857,9.1457,9.6441,10.6007,8.8569,48.5699,0.3504,0.6234,0.6015518831979334,0.0838,17.7925,-0.2517,1.1621
46288,2000-02-02,MRK.US,77.3125,78.375,75.9375,30.9978,4865550.0,5627514.74,29.9242,29.2223,29.4026,28.6024,29.0577,59.7758,1.9662,3.2032,1.4218939533042851,28.476,19.8418,0.5649,2.8284
46289,2000-02-02,PFE.US,34.9909,35.0501,33.866,15.0989,7140100.0,11726432.0,14.8911,14.5442,15.061,15.1722,14.5614,54.551,0.5261,0.8841,0.7234124883809191,3.6531,12.9206,0.2006,1.2656
46293,2000-02-03,ABT.US,33.0,33.4375,32.9375,8.6749,8176192.0,12049715.76,8.2166,9.1174,9.614,10.5766,8.8384,49.6881,0.3223,0.5905,0.5832858477872819,2.2678,16.6836,-0.2127,1.1149
46301,2000-02-03,MRK.US,76.3125,76.6875,75.375,30.7457,4059952.0,5633716.8,30.0578,29.2046,29.4304,28.605,29.1174,57.8828,1.9132,3.2,1.4208873045520722,23.8031,20.1247,0.5767,2.7335
46302,2000-02-03,PFE.US,34.162,34.6949,33.4515,14.9937,8803300.0,11618536.0,14.8832,14.5484,15.0545,15.1612,14.579,53.1206,0.5142,0.8807,0.7192339700567979,1.9593,12.1376,0.1892,1.264
46306,2000-02-04,ABT.US,33.8126,35.0625,33.8126,8.9847,13315412.0,12135618.92,8.3014,9.1002,9.5905,10.5541,8.8332,56.1757,0.2953,0.5641,0.5591758378616543,19.8532,16.91,-0.155,1.1647
46314,2000-02-04,MRK.US,76.875,76.875,74.9374,30.2669,4466681.0,5670927.1,30.1636,29.1817,29.4576,28.6012,29.1591,54.3616,1.8438,3.1707,1.3803203679919542,20.142,20.126,0.5412,2.6767
46315,2000-02-04,PFE.US,34.2212,34.2212,33.4515,15.0463,6609100.0,11451122.0,14.9121,14.549,15.0519,15.147,14.5985,53.7733,0.519,0.8801,0.7113780551701966,1.9593,11.4106,0.1822,1.2287
46319,2000-02-07,ABT.US,34.5,34.5623,33.3752,8.8216,5931822.0,12119820.34,8.4009,9.0768,9.566,10.5301,8.8223,52.3486,0.2725,0.5411,0.5345871179912254,13.9117,16.6959,-0.1211,1.1663
46327,2000-02-07,MRK.US,74.25,75.4375,73.75,30.3425,4370370.0,5670501.62,30.3652,29.1483,29.4876,28.602,29.2046,54.8289,1.8641,3.1329,1.3548828383289586,10.586,19.4445,0.5133,2.606
46328,2000-02-07,PFE.US,33.9844,34.8725,33.6884,15.4672,12713400.0,11455214.0,15.0121,14.5521,15.0554,15.1359,14.6345,58.7254,0.5442,0.8818,0.7268514316301862,7.1977,11.1097,0.2083,1.2255
46332,2000-02-08,ABT.US,34.1876,34.5,33.5,8.9031,10834240.0,12275168.66,8.5183,9.0576,9.5439,10.5075,8.8155,54.0338,0.2469,0.521,0.5139818314284091,13.9117,16.497,-0.0866,1.1544
46340,2000-02-08,MRK.US,75.5,75.875,75.0625,30.4181,4128282.0,5709967.22,30.5492,29.1149,29.5128,28.6067,29.2544,55.3215,1.898,3.1156,1.3621416540133906,13.3217,19.0072,0.4916,2.4779
46341,2000-02-08,PFE.US,35.1093,35.9382,34.9317,15.9143,15360700.0,11661452.0,15.1357,14.5653,15.0624,15.1292,14.6879,63.2313,0.6003,0.8888,0.7624998821787323,19.8777,11.736,0.262,1.2183
46345,2000-02-09,ABT.US,34.6874,36.5,34.5623,9.4086,14133855.0,12378452.04,8.6846,9.044,9.526,10.4879,8.8293,62.8173,0.2362,0.4937,0.5023791583775269,31.832,17.5924,-0.0183,1.2416
46353,2000-02-09,MRK.US,74.125,74.1875,70.875,28.78,7259810.0,5762027.66,30.4912,29.0477,29.5247,28.604,29.2413,44.0993,1.8649,3.084,1.35731035802888,13.8477,18.6387,0.3383,2.6268
46354,2000-02-09,PFE.US,35.6422,35.7014,34.2212,15.2041,11207200.0,11598492.0,15.1857,14.5542,15.0614,15.1208,14.713,53.281,0.6001,0.8884,0.7687819241427686,9.1682,11.5526,0.2445,1.2455
46358,2000-02-10,ABT.US,36.0,36.0,34.6874,9.164,14272416.0,12478563.24,8.7971,9.03,9.5046,10.468,8.834,57.1287,0.2258,0.4628,0.4837734583685346,31.832,18.6095,0.016,1.2511
46366,2000-02-10,MRK.US,70.0,70.25,68.0,27.8224,7356436.0,5823696.18,30.2846,28.9719,29.5212,28.6022,29.1932,39.1053,1.8335,3.0947,1.3659648298850269,26.8203,19.2231,0.1379,2.6803
46367,2000-02-10,PFE.US,34.5765,34.5765,33.1555,14.8885,10577400.0,11596648.0,15.2225,14.5469,15.0567,15.113,14.7261,49.5495,0.5771,0.8879,0.7630402312770583,4.5989,11.0559,0.2027,1.258
46371,2000-02-11,ABT.US,35.1876,35.1876,34.0,8.8705,6961002.0,12447968.5,8.8526,9.0131,9.4821,10.4472,8.8277,51.1439,0.2054,0.4404,0.4681023698038977,21.7313,18.8325,0.0192,1.2466
46379,2000-02-11,MRK.US,67.625,68.125,64.3125,26.3103,9655643.0,5928301.24,29.836,28.8821,29.5081,28.5936,29.0888,32.7907,1.998,3.1614,1.4285815427795665,39.4201,20.6657,-0.1412,2.8236
46380,2000-02-11,PFE.US,33.6884,33.6884,32.2082,14.3887,10171700.0,11618066.0,15.1804,14.5332,15.0492,15.1042,14.7199,44.2627,0.5499,0.8922,0.7494449804836325,14.8752,11.3287,0.1279,1.2739
46384,2000-02-14,ABT.US,34.7499,35.1876,34.3752,9.1477,6156593.0,12455836.6,8.9178,9.001,9.4644,10.4307,8.833,55.8484,0.1948,0.4206,0.4523732692069991,21.7313,19.0395,0.0436,1.2424
46392,2000-02-14,MRK.US,65.5,66.4375,64.0,26.6379,9361889.0,6042763.8,29.3294,28.807,29.4937,28.5866,29.0008,35.2309,2.0683,3.2229,1.4622166276801492,40.3573,22.0723,-0.3322,2.7961
46393,2000-02-14,PFE.US,31.7938,33.4515,31.7938,14.7306,8393400.0,11568010.0,15.1305,14.5248,15.0417,15.0976,14.7276,48.3246,0.5099,0.8913,0.7294880258185841,18.9863,11.8756,0.095,1.3013
46397,2000-02-15,ABT.US,35.1876,35.3752,34.5623,9.164,8322550.0,12490049.06,8.9765,8.9899,9.4514,10.4143,8.8394,56.116,0.197,0.4113,0.441665549042755,23.5844,19.3642,0.0635,1.2117
46405,2000-02-15,MRK.US,65.7499,66.625,65.125,26.4615,6683201.0,6084099.02,28.8783,28.7122,29.4829,28.5781,28.9089,34.5044,2.1922,3.2768,1.4942263051036424,38.9682,23.2791,-0.4921,2.7035
46406,2000-02-15,PFE.US,33.2147,33.9844,32.9187,14.9674,7832700.0,11441408.0,15.07,14.5232,15.0417,15.0913,14.745,50.9886,0.4478,0.8912,0.7033561282765531,11.5271,11.8507,0.0871,1.2845
46410,2000-02-16,ABT.US,34.7499,35.1248,34.5623,9.0499,5104022.0,12415876.78,9.0189,8.9821,9.4388,10.3989,8.8417,53.6641,0.2004,0.4054,0.4408056559840794,23.5844,19.6656,0.0693,1.1653
46418,2000-02-16,MRK.US,65.5,67.1875,65.2501,26.4111,5383995.0,6098513.2,28.4196,28.6302,29.4816,28.5689,28.8186,34.2869,2.1734,3.2845,1.5351283657037755,34.6622,24.0922,-0.6158,2.6488
46419,2000-02-16,PFE.US,33.1555,33.2147,31.9714,14.2406,9873900.0,11366204.0,14.9841,14.5155,15.0382,15.083,14.7339,43.565,0.3364,0.8956,0.6661328095651711,21.0071,12.5048,0.0219,1.3154
46423,2000-02-17,ABT.US,34.9375,35.2501,34.1248,8.9358,9944512.0,12374981.34,9.045,8.9749,9.423,10.3818,8.8399,51.2524,0.2017,0.3961,0.4421003591903697,16.1467,19.4143,0.064,1.1625
46431,2000-02-17,MRK.US,66.375,66.6875,63.125,25.5039,7269871.0,6129437.58,27.8955,28.5501,29.4718,28.5514,28.696,30.5529,2.5051,3.3531,1.5875576982148678,41.9769,25.3697,-0.7781,2.714
46432,2000-02-17,PFE.US,32.3266,32.5635,31.853,14.267,8494900.0,11186605.98,14.9115,14.5162,15.0336,15.0717,14.7242,43.8846,0.2463,0.9006,0.5801308931385892,22.1302,13.1923,-0.0273,1.2722
46436,2000-02-18,ABT.US,34.0,34.4375,32.3752,8.5118,9892830.0,12402043.0,8.9977,8.9607,9.4048,10.3635,8.8218,43.44,0.1975,0.3957,0.4433571167418662,7.7609,18.5819,0.0252,1.2267
46444,2000-02-18,MRK.US,63.4375,64.375,61.5625,24.9998,6934721.0,6159664.0,27.3687,28.459,29.4591,28.5282,28.5568,28.6837,2.9798,3.45,1.717119184233174,46.7017,26.8934,-0.9366,2.7211
46445,2000-02-18,PFE.US,32.2082,32.2082,31.1425,14.3461,10314000.0,11156759.98,14.8414,14.5161,15.0307,15.0624,14.7175,44.8916,0.1995,0.9038,0.4979093120624493,28.683,14.2988,-0.0592,1.2574
46449,2000-02-22,ABT.US,33.4375,33.5,32.8126,8.7075,8656254.0,12283090.24,8.9863,8.9522,9.3949,10.3467,8.8118,47.4236,0.1885,0.3996,0.4372168967900368,7.7609,17.8089,0.0102,1.2016
46457,2000-02-22,MRK.US,62.5,65.5,61.8125,26.4111,9640971.0,6250498.34,26.9756,28.4131,29.4649,28.5119,28.4765,39.7901,3.1408,3.4116,1.7592016291275645,37.9893,27.6859,-0.9375,2.7901
46458,2000-02-22,PFE.US,31.6754,32.0306,31.3793,14.056,8735100.0,11138749.98,14.7003,14.5131,15.0279,15.0511,14.6995,41.9205,0.2203,0.9084,0.4654610898008838,28.683,15.3262,-0.1067,1.2268
46462,2000-02-23,ABT.US,32.3752,33.0,31.8126,8.3813,8071492.0,12286930.72,8.9341,8.9387,9.3839,10.3287,8.7895,42.1009,0.1836,0.4097,0.4303670150681727,18.8354,17.8823,-0.0277,1.2274
46470,2000-02-23,MRK.US,66.0,66.0,63.125,25.4535,8099468.0,6301667.98,26.4791,28.3461,29.459,28.4955,28.3604,35.7247,3.5098,3.4551,1.8458198361862643,34.1753,28.1495,-1.0039,2.7962
46471,2000-02-23,PFE.US,32.0306,32.2082,31.2017,14.3461,9090200.0,11115335.98,14.5435,14.5149,15.0207,15.043,14.6929,45.7847,0.225,0.9129,0.4722211382972333,30.3813,16.4016,-0.1195,1.2111
46475,2000-02-24,ABT.US,32.2501,32.5625,31.0,8.2835,7740684.0,12241624.5,8.8216,8.9283,9.3711,10.3089,8.7638,40.6285,0.1833,0.4213,0.4266739155103098,26.5524,18.5016,-0.0649,1.2513
46483,2000-02-24,MRK.US,63.3125,63.3125,60.6875,24.9998,9502006.0,6329540.58,26.1011,28.2957,29.4354,28.4779,28.2292,33.9546,3.9428,3.6096,1.958817398776154,42.5166,29.1757,-1.0807,2.7839
46484,2000-02-24,PFE.US,31.1425,31.5569,30.8465,13.9505,9286600.0,10899094.0,14.4181,14.5151,15.0036,15.0328,14.6708,41.7093,0.2486,0.9199,0.4960533501988434,33.778,17.6428,-0.1598,1.2218
46488,2000-02-25,ABT.US,31.8749,32.7499,31.7499,8.365,9544869.0,12189421.44,8.7417,8.9226,9.3576,10.2867,8.7417,42.4352,0.1833,0.43,0.4238439007167826,23.633,18.8681,-0.0868,1.2334
46496,2000-02-25,MRK.US,61.0625,61.5,59.1875,24.269,8070962.0,6337190.98,25.7458,28.2191,29.3998,28.4567,28.0713,31.2672,4.4676,3.8492,2.0983979118314933,46.97,30.4467,-1.1868,2.786
46497,2000-02-25,PFE.US,31.2609,31.4977,30.3136,13.6604,8255000.0,10757518.0,14.2953,14.5079,14.9822,15.0203,14.6373,38.9699,0.2969,0.9312,0.5361453418193902,38.6167,19.1409,-0.2127,1.2191
46501,2000-02-28,ABT.US,33.5,33.6874,32.6251,8.6422,9246362.0,12102618.32,8.7189,8.9128,9.3503,10.2657,8.7307,48.208,0.1821,0.4351,0.421152836999091,9.9661,18.2322,-0.0809,1.2613
46509,2000-02-28,MRK.US,60.1875,61.9375,60.0,24.8234,8895634.0,6375113.92,25.5971,28.1374,29.3664,28.4354,27.9381,35.4416,4.7674,4.0424,2.1740471789105755,43.4785,31.3776,-1.2122,2.7254
46510,2000-02-28,PFE.US,30.432,30.7281,30.2544,13.5813,8108300.0,10654186.0,14.2146,14.4912,14.9605,15.0059,14.6009,38.2326,0.3324,0.9445,0.5808509563262685,39.1486,20.57,-0.258,1.1659
46514,2000-02-29,ABT.US,33.1248,33.5623,32.6251,8.6096,8257948.0,11862534.14,8.6651,8.88,9.3424,10.2459,8.7188,47.6033,0.1768,0.4405,0.4197392199916128,9.9661,17.6418,-0.0779,1.2382
46522,2000-02-29,MRK.US,62.4375,63.125,61.375,24.8234,8243778.0,6437088.46,25.4156,28.0739,29.3248,28.4176,27.8082,35.4416,5.037,4.2456,2.23109174192701,34.162,31.5764,-1.2183,2.6557
46523,2000-02-29,PFE.US,31.1425,31.1425,29.9584,13.5549,11809600.0,10569550.0,14.097,14.4782,14.9323,14.9946,14.5642,37.9743,0.3544,0.9434,0.607312652166732,30.6159,21.2876,-0.2926,1.1672
46527,2000-03-01,ABT.US,33.1248,34.0,32.7499,8.8216,8537297.0,11003159.58,8.6308,8.8631,9.3327,10.2266,8.7165,51.8339,0.177,0.4411,0.4155260496272581,3.7557,16.6499,-0.0578,1.239
46535,2000-03-01,MRK.US,61.5,61.75,59.75,24.3078,7289574.0,6349419.08,25.2003,28.0233,29.2832,28.3958,27.6605,33.2627,5.481,4.4883,2.3057356973547924,39.9119,32.1718,-1.2503,2.6089
46536,2000-03-01,PFE.US,30.432,30.7281,29.84,13.4494,10993200.0,10416644.0,13.9452,14.4673,14.9046,14.9819,14.5239,36.9016,0.3898,0.948,0.626876719653969,31.9008,22.0457,-0.3249,1.1473
46540,2000-03-02,ABT.US,33.8126,33.9375,32.9375,8.7401,7037857.0,10844233.64,8.5998,8.8435,9.3146,10.2088,8.7117,50.1573,0.1777,0.4295,0.4146677611703208,3.7557,15.7289,-0.0478,1.222
46548,2000-03-02,MRK.US,60.0625,60.75,59.25,24.004,6167061.0,6364462.08,24.9596,27.966,29.2269,28.3757,27.5028,32.0138,5.9415,4.7626,2.405221361296425,41.6019,32.8454,-1.2854,2.5297
46549,2000-03-02,PFE.US,30.3136,30.3136,29.84,13.5022,8352200.0,10382532.0,13.8714,14.4612,14.8737,14.9701,14.486,37.8479,0.4007,0.9384,0.6468548178531353,31.9008,22.7496,-0.3422,1.0991
46553,2000-03-03,ABT.US,32.7499,33.1248,31.8749,8.4629,11829560.0,10834663.6,8.5526,8.8171,9.2922,10.1887,8.6967,44.8442,0.1764,0.4168,0.4153674443917842,16.9599,15.8169,-0.0616,1.2508
46561,2000-03-03,MRK.US,60.0625,60.125,57.0626,23.295,10706892.0,6465172.78,24.7387,27.8992,29.1581,28.3518,27.3197,29.2532,6.4769,5.1007,2.5247516972028388,48.4346,33.9589,-1.3548,2.5677
46562,2000-03-03,PFE.US,31.7346,31.7346,29.84,13.7659,10046100.0,10342832.0,13.8213,14.4619,14.8442,14.96,14.4588,42.4869,0.413,0.9158,0.6392296524035527,4.8693,21.4724,-0.3309,1.156
46566,2000-03-06,ABT.US,32.1876,32.1876,31.0,8.1531,9772982.0,10819020.96,8.5167,8.7855,9.2692,10.1681,8.6707,39.7734,0.1759,0.4159,0.4208366066174647,25.9661,16.5418,-0.0964,1.2641
46574,2000-03-06,MRK.US,57.4375,57.75,56.25,22.8898,9103138.0,6547317.12,24.5277,27.8152,29.09,28.3223,27.1232,27.779,7.0707,5.486,2.63628712650612,50.7404,35.1576,-1.426,2.4914
46575,2000-03-06,PFE.US,30.3728,30.8465,29.84,13.3703,10581200.0,10317630.0,13.7237,14.4452,14.8126,14.9482,14.416,37.9149,0.4548,0.9079,0.6650768181555172,4.8693,20.2865,-0.3498,1.1495
46579,2000-03-07,ABT.US,31.1876,31.2501,29.5,7.7291,15393821.0,10890243.8,8.4188,8.7477,9.2461,10.1461,8.6293,34.0915,0.1813,0.4331,0.4407008753329754,38.318,18.0972,-0.1564,1.2988
46587,2000-03-07,MRK.US,56.0,56.0,52.0,21.8517,13544142.0,6735045.36,24.0717,27.6897,29.0172,28.2895,26.8894,24.3879,8.0015,6.0046,2.790602936491884,60.6509,36.9786,-1.5484,2.6349
46588,2000-03-07,PFE.US,29.7216,29.84,28.419,12.8693,14534800.0,10452974.0,13.605,14.4153,14.7817,14.9355,14.3542,33.0625,0.5398,0.9317,0.7227636830528098,23.1379,20.4902,-0.4005,1.1816
46592,2000-03-08,ABT.US,30.1248,31.4375,30.0625,8.0878,16825986.0,11027748.54,8.3895,8.7164,9.2273,10.1286,8.6034,41.6817,0.1646,0.4411,0.4286212298625276,35.2813,19.3247,-0.173,1.3355
46600,2000-03-08,MRK.US,53.9375,57.4375,53.9375,23.0164,12569712.0,6917319.8,23.828,27.5815,28.9541,28.2654,26.7061,34.1068,8.464,6.3598,2.876373934192633,49.6817,37.8859,-1.5338,2.6967
46601,2000-03-08,PFE.US,29.3663,31.3793,28.5966,13.6868,18806199.0,10672397.98,13.5391,14.3986,14.7603,14.9298,14.3256,45.3525,0.5556,0.9323,0.7348687784637976,0.6008,19.0695,-0.3705,1.296
46605,2000-03-09,ABT.US,30.2501,31.4375,30.0625,8.1531,11917776.0,11143631.58,8.3765,8.6871,9.2114,10.112,8.5813,42.9693,0.1463,0.4496,0.4073127279826778,35.2813,20.4644,-0.1789,1.3383
46613,2000-03-09,MRK.US,58.5,61.625,57.6875,24.7636,12869650.0,7099803.86,23.8044,27.5143,28.9195,28.2532,26.5956,45.437,8.407,6.5288,2.887989490833984,23.2757,36.8423,-1.3654,2.8478
46614,2000-03-09,PFE.US,30.9057,32.5635,30.5504,14.4252,18199100.0,10909723.98,13.5866,14.4051,14.7497,14.9306,14.3266,53.6334,0.5526,0.928,0.7333046921928781,12.6451,18.6106,-0.2839,1.3472
46618,2000-03-10,ABT.US,31.4375,31.9375,30.5,8.0715,8180425.0,11176592.08,8.3471,8.6597,9.1954,10.0951,8.5572,41.7294,0.1451,0.4603,0.3889248627240911,26.6756,20.9081,-0.1879,1.3454
46626,2000-03-10,MRK.US,61.75,61.875,59.0,24.1305,8712967.0,7202088.66,23.7906,27.4465,28.8708,28.2398,26.4629,42.58,8.2892,6.7557,2.891029856093524,21.8932,35.7745,-1.2684,2.8498
46627,2000-03-10,PFE.US,33.2739,33.3923,32.2082,14.768,19474801.0,11152704.0,13.6973,14.4238,14.7397,14.9339,14.3409,56.8987,0.5566,0.9175,0.7342243365617784,20.5316,18.7478,-0.1855,1.3355
46631,2000-03-13,ABT.US,30.0,30.6874,29.8749,7.9737,7070603.0,11207520.96,8.2803,8.6288,9.1746,10.0783,8.5303,40.231,0.156,0.4673,0.392168296179862,32.4602,21.7332,-0.2007,1.3252
46639,2000-03-13,MRK.US,56.375,57.6875,56.125,23.0924,9302991.0,7318370.54,23.6175,27.3614,28.8007,28.2238,26.2921,38.3246,8.05,7.0695,2.899553891213976,31.4188,35.4634,-1.2608,2.8918
46640,2000-03-13,PFE.US,33.2739,33.2739,31.7346,14.4779,11671200.0,11233828.0,13.787,14.4382,14.7167,14.9338,14.343,53.4671,0.5512,0.8764,0.7340552884586063,14.1876,18.4221,-0.1294,1.3501
46644,2000-03-14,ABT.US,30.8749,31.4375,30.7499,8.1204,8679199.0,11318373.94,8.2313,8.6027,9.1547,10.0608,8.5103,43.5078,0.1636,0.4694,0.3983352348377122,20.2055,21.6241,-0.1967,1.293
46652,2000-03-14,MRK.US,55.875,56.75,55.375,22.8898,7484082.0,7416146.84,23.4241,27.2774,28.7255,28.2035,26.1168,37.5362,7.4076,7.3874,2.8572954921733547,33.6907,35.3368,-1.2567,2.8013
46653,2000-03-14,PFE.US,32.3858,32.3858,31.2609,14.0296,8641400.0,11293946.0,13.8345,14.4457,14.6828,14.9292,14.327,48.5901,0.5307,0.8065,0.7332078210757005,8.0612,17.682,-0.1197,1.3425
46657,2000-03-15,ABT.US,30.9375,32.8749,30.6251,8.4792,9057011.0,11286812.42,8.1971,8.5906,9.1388,10.0454,8.5055,50.6361,0.1641,0.4653,0.3984851512345503,0.9347,20.1463,-0.1627,1.3614
46665,2000-03-15,MRK.US,56.25,60.0,56.0626,24.2318,9626509.0,7483361.38,23.4165,27.2167,28.652,28.189,25.9974,45.5298,6.6625,7.5021,2.696771949331524,15.7904,33.9406,-1.132,2.8824
46666,2000-03-15,PFE.US,32.0898,33.7476,31.9714,14.8735,15513800.0,11359972.0,13.9769,14.4749,14.6562,14.9293,14.3437,56.613,0.4897,0.725,0.7225240238616514,21.1573,17.9303,-0.0434,1.4073
46670,2000-03-16,ABT.US,33.5,34.8749,33.2501,9.001,12571372.0,11323542.12,8.2232,8.5941,9.1274,10.032,8.5216,58.7816,0.1692,0.4553,0.4046662693278718,18.6156,20.037,-0.0925,1.4338
46678,2000-03-16,MRK.US,60.4375,65.6875,60.1875,26.3334,15846598.0,7642399.56,23.6494,27.2171,28.5949,28.1871,25.9627,55.1989,5.757,7.4379,2.540746598988288,7.5406,32.0549,-0.8538,3.0962
46679,2000-03-16,PFE.US,34.2804,34.6357,33.7476,15.4009,18352100.0,11457404.0,14.1667,14.5246,14.6354,14.9321,14.38,60.7369,0.5081,0.6504,0.7139071452868163,28.3275,18.6729,0.0589,1.3956
46683,2000-03-17,ABT.US,34.5,34.8749,33.3752,8.7401,8273541.0,11254560.3,8.2509,8.5928,9.1136,10.0191,8.5273,53.985,0.1696,0.4468,0.4052739255035142,18.6156,19.9354,-0.0574,1.4385
46691,2000-03-17,MRK.US,64.9375,65.0,62.6875,25.4219,8924139.0,7661621.98,23.8621,27.1787,28.5335,28.1776,25.8923,50.9727,4.8711,7.4468,2.36079577408345,7.5406,30.3039,-0.6989,3.0402
46692,2000-03-17,PFE.US,34.162,34.3988,33.6292,15.1108,12775500.0,11466584.0,14.3012,14.5643,14.6185,14.9319,14.403,57.4995,0.5137,0.6057,0.7143046374978149,26.6736,19.2444,0.1152,1.3636
46696,2000-03-20,ABT.US,34.2501,34.4375,33.5,8.8379,5535075.0,11015670.14,8.3194,8.5872,9.1043,10.0054,8.5369,55.4524,0.1667,0.4432,0.4070310783093563,18.6156,19.8412,-0.0213,1.4027
46704,2000-03-20,MRK.US,61.625,62.1875,60.3125,24.9661,6412398.0,7690089.86,24.0698,27.1266,28.4713,28.1612,25.8055,48.9542,4.0915,7.4999,2.173196631687797,2.0205,28.2836,-0.6058,2.9972
46705,2000-03-20,PFE.US,34.1028,34.162,33.4515,15.1636,7863200.0,11412918.0,14.4806,14.5956,14.6148,14.9274,14.4265,57.9389,0.5196,0.6002,0.7197340210821062,24.0885,19.5904,0.1623,1.3169
46709,2000-03-21,ABT.US,34.3752,34.4375,32.9375,8.789,8819319.0,10876935.72,8.4254,8.5787,9.0942,9.9915,8.5448,54.5163,0.1663,0.4393,0.4028733233563825,11.0592,19.2139,0.0032,1.4097
46717,2000-03-21,MRK.US,61.625,64.0,61.5625,25.903,5390283.0,7580471.16,24.4749,27.0404,28.4178,28.1521,25.7576,53.0681,3.2406,7.4852,1.9924878095687093,4.9265,26.6153,-0.4513,2.9572
46718,2000-03-21,PFE.US,34.162,35.0501,33.9252,15.48,13597400.0,11344034.0,14.7416,14.6137,14.6079,14.9273,14.4612,60.5699,0.5205,0.5835,0.7367374690581822,31.601,20.4483,0.2225,1.3032
46722,2000-03-22,ABT.US,33.5,34.4375,33.4375,8.952,5635765.0,10780807.58,8.5118,8.5748,9.0804,9.9785,8.5595,57.1152,0.1673,0.4239,0.4056588841390723,11.0592,18.6314,0.0354,1.3804
46730,2000-03-22,MRK.US,63.0625,64.9375,63.0,26.1056,5527362.0,7570984.68,24.7838,26.9758,28.36,28.1454,25.7209,53.9327,2.3322,7.4149,1.7785378772379377,8.4008,25.3142,-0.3089,2.8843
